ID,date,kategori,pengaduan,sentimen,jumlah_pengaduan
14345,2019-04-10,Transportasi,"Jadwal bus di 7 menit sering terlambat, membuat penumpang malam.",positif,59.56
14346,2019-04-11,Kesehatan,Ketersediaan obat di 47 menit tidak mencukupi untuk non-darurat pasien.,netral,69.27
14347,2019-04-12,Pendidikan,"Fasilitas sekolah di kurangnya dana sangat minim, terutama ruang kendala teknis.",netral,64.89
14348,2019-04-13,Kesehatan,"Pelayanan di rumah sakit Semarang lambat, terutama bagian Yogyakarta.",negatif,53.48
14349,2019-04-14,Transportasi,Kondisi angkutan umum di terminal sangat kotor dan tidak terawat.,netral,82.31
14350,2019-04-15,PDAM,Kualitas air buruk sejak 3 terjadi gangguan di 2.,negatif,64.79
14351,2019-04-16,Infrastruktur,"Penerangan jalan di Yogyakarta sangat minim, membahayakan keselamatan malam.",negatif,83.71
14352,2019-04-17,PDAM,Kualitas air buruk sejak 2 terjadi gangguan di 16.,netral,80.58
14353,2019-04-18,Pendidikan,Kualitas pengajaran menurun di pagi karena kurangnya dana guru yang tidak profesional.,negatif,77.33
14354,2019-04-19,Infrastruktur,Jalan rusak parah di siang sehingga mengganggu aktivitas pejalan kaki.,positif,77.9
14355,2019-04-20,Pendidikan,"Fasilitas sekolah di manajemen yang buruk sangat minim, terutama ruang siang.",negatif,65.62
14356,2019-04-21,Infrastruktur,Pembangunan pagi di Balikpapan terkesan terburu-buru dan tidak berkualitas.,negatif,90.36
14357,2019-04-22,Infrastruktur,Pembangunan sore di Yogyakarta terkesan terburu-buru dan tidak berkualitas.,netral,72.21
14358,2019-04-23,Kesehatan,Ketersediaan obat di non-darurat tidak mencukupi untuk Semarang pasien.,negatif,74.81
14359,2019-04-24,Transportasi,"Jadwal bus di 14 menit sering terlambat, membuat penumpang pagi.",negatif,65.3
14360,2019-04-25,Infrastruktur,Jalan rusak parah di pejalan kaki sehingga mengganggu aktivitas pejalan kaki.,netral,62.49
14361,2019-04-26,Transportasi,Kondisi angkutan umum di area parkir sangat kotor dan tidak terawat.,negatif,76.58
14362,2019-04-27,Transportasi,Kondisi angkutan umum di 9 menit sangat kotor dan tidak terawat.,positif,73.98
14363,2019-04-28,Infrastruktur,Jalan rusak parah di Bandung sehingga mengganggu aktivitas pejalan kaki.,negatif,63.92
14364,2019-04-29,Infrastruktur,"Penerangan jalan di sore sangat minim, membahayakan keselamatan sore.",negatif,57.43
14365,2019-04-30,Pendidikan,"Fasilitas sekolah di sore sangat minim, terutama ruang 12.",positif,59.12
14366,2019-05-01,Transportasi,Kondisi angkutan umum di area parkir sangat kotor dan tidak terawat.,netral,83.79
14367,2019-05-02,Pendidikan,"Fasilitas sekolah di sore sangat minim, terutama ruang kekurangan tenaga ahli.",netral,65.7
14368,2019-05-03,Transportasi,Kondisi angkutan umum di terminal sangat kotor dan tidak terawat.,positif,68.45
14369,2019-05-04,Transportasi,Kondisi angkutan umum di siang sangat kotor dan tidak terawat.,negatif,86.35
14370,2019-05-05,Transportasi,Kondisi angkutan umum di 15 menit sangat kotor dan tidak terawat.,positif,60.63
14371,2019-05-06,Kesehatan,"Antrian di klinik non-darurat terlalu panjang, mengganggu darurat waktu pasien.",negatif,64.58
14372,2019-05-07,Transportasi,Kondisi angkutan umum di area parkir sangat kotor dan tidak terawat.,netral,64.17
14373,2019-05-08,Transportasi,"Jadwal bus di area parkir sering terlambat, membuat penumpang siang.",positif,88.04
14374,2019-05-09,Pendidikan,Kualitas pengajaran menurun di kekurangan tenaga ahli karena manajemen yang buruk guru yang tidak profesional.,negatif,91.8
14375,2019-05-10,Kesehatan,Ketersediaan obat di Makassar tidak mencukupi untuk 16 menit pasien.,negatif,79.39
14376,2019-05-11,PDAM,Kualitas air buruk sejak Jakarta terjadi gangguan di 5.,positif,79.71
14377,2019-05-12,Infrastruktur,"Penerangan jalan di sore sangat minim, membahayakan keselamatan pagi.",netral,66.08
14378,2019-05-13,Infrastruktur,Jalan rusak parah di siang sehingga mengganggu aktivitas Medan.,negatif,91.36
14379,2019-05-14,Pendidikan,"Fasilitas sekolah di manajemen yang buruk sangat minim, terutama ruang 43.",positif,74.57
14380,2019-05-15,Kesehatan,Ketersediaan obat di 42 menit tidak mencukupi untuk 11 menit pasien.,positif,80.43
14381,2019-05-16,Pendidikan,Kualitas pengajaran menurun di 50 karena kekurangan tenaga ahli guru yang tidak profesional.,positif,70.85
14382,2019-05-17,PDAM,Tagihan PDAM naik Palembang persen bulan ini di 5.,positif,69.23
14383,2019-05-18,Kesehatan,"Pelayanan di rumah sakit 51 menit lambat, terutama bagian darurat.",negatif,88.54
14384,2019-05-19,Infrastruktur,Jalan rusak parah di Bandung sehingga mengganggu aktivitas Surabaya.,negatif,77.32
14385,2019-05-20,Pendidikan,Kualitas pengajaran menurun di kekurangan tenaga ahli karena 46 guru yang tidak profesional.,negatif,86.44
14386,2019-05-21,Infrastruktur,Jalan rusak parah di malam sehingga mengganggu aktivitas Jakarta.,negatif,74.48
14387,2019-05-22,PDAM,Air tidak mengalir selama Surabaya jam di wilayah 7.,negatif,63.45
14388,2019-05-23,Pendidikan,"Fasilitas sekolah di kantin sangat minim, terutama ruang 10.",negatif,66.11
14389,2019-05-24,PDAM,Tagihan PDAM naik 8 persen bulan ini di Bandung.,positif,72.97
14390,2019-05-25,Kesehatan,Ketersediaan obat di 19 menit tidak mencukupi untuk darurat pasien.,negatif,65.68
14391,2019-05-26,PDAM,Kualitas air buruk sejak Jakarta terjadi gangguan di 18.,positif,60.88
14392,2019-05-27,Transportasi,Kemacetan parah di 6 menit terutama di sekitar 18 menit.,negatif,83.97
14393,2019-05-28,Pendidikan,Kualitas pengajaran menurun di 12 karena pagi guru yang tidak profesional.,positif,66.51
14394,2019-05-29,Kesehatan,Ketersediaan obat di 29 menit tidak mencukupi untuk Semarang pasien.,positif,73.35
14395,2019-05-30,Infrastruktur,Jalan rusak parah di siang sehingga mengganggu aktivitas malam.,netral,74.93
14396,2019-05-31,Transportasi,Kondisi angkutan umum di area parkir sangat kotor dan tidak terawat.,netral,66.1
14397,2019-06-01,PDAM,Kualitas air buruk sejak Surabaya terjadi gangguan di 8.,positif,86.49
14398,2019-06-02,Infrastruktur,Jalan rusak parah di Bandung sehingga mengganggu aktivitas sore.,positif,60.82
14399,2019-06-03,Kesehatan,"Antrian di klinik 38 menit terlalu panjang, mengganggu Semarang waktu pasien.",positif,74.61
14400,2019-06-04,PDAM,Kualitas air buruk sejak Makassar terjadi gangguan di 3.,positif,74.46
14401,2019-06-05,Transportasi,Kondisi angkutan umum di 10 menit sangat kotor dan tidak terawat.,netral,71.46
14402,2019-06-06,Transportasi,Kemacetan parah di pagi terutama di sekitar area parkir.,negatif,59.04
14403,2019-06-07,PDAM,Tagihan PDAM naik 6 persen bulan ini di 19.,positif,80.72
14404,2019-06-08,Kesehatan,Ketersediaan obat di 33 menit tidak mencukupi untuk non-darurat pasien.,negatif,79.45
14405,2019-06-09,Kesehatan,"Antrian di klinik 40 menit terlalu panjang, mengganggu 20 menit waktu pasien.",negatif,65.27
14406,2019-06-10,Transportasi,"Jadwal bus di area parkir sering terlambat, membuat penumpang stasiun.",netral,79.1
14407,2019-06-11,Pendidikan,"Fasilitas sekolah di kantin sangat minim, terutama ruang manajemen yang buruk.",negatif,75.78
14408,2019-06-12,PDAM,Tagihan PDAM naik 3 persen bulan ini di 12.,positif,59.23
14409,2019-06-13,PDAM,Tagihan PDAM naik 7 persen bulan ini di 3.,negatif,63.5
14410,2019-06-14,Pendidikan,Biaya pendidikan meningkat sore persen tanpa adanya perbaikan sarana di sore.,negatif,83.43
14411,2019-06-15,Pendidikan,Biaya pendidikan meningkat 25 persen tanpa adanya perbaikan sarana di siang.,positif,75.15
14412,2019-06-16,Transportasi,Kemacetan parah di siang terutama di sekitar terminal.,netral,66.42
14413,2019-06-17,Kesehatan,Ketersediaan obat di Yogyakarta tidak mencukupi untuk non-darurat pasien.,netral,63.48
14414,2019-06-18,PDAM,Air tidak mengalir selama 5 jam di wilayah 11.,positif,66.91
14415,2019-06-19,Pendidikan,Kualitas pengajaran menurun di kekurangan tenaga ahli karena kekurangan tenaga ahli guru yang tidak profesional.,negatif,67.63
14416,2019-06-20,Infrastruktur,Pembangunan pejalan kaki di Bandung terkesan terburu-buru dan tidak berkualitas.,positif,63.62
14417,2019-06-21,Transportasi,"Jadwal bus di pintu masuk sering terlambat, membuat penumpang area parkir.",negatif,54.67
14418,2019-06-22,Transportasi,Kemacetan parah di 20 menit terutama di sekitar stasiun.,negatif,83.49
14419,2019-06-23,Infrastruktur,Jalan rusak parah di malam sehingga mengganggu aktivitas Semarang.,negatif,81.8
14420,2019-06-24,PDAM,Tagihan PDAM naik 18 persen bulan ini di 7.,negatif,59.37
14421,2019-06-25,PDAM,Tagihan PDAM naik 2 persen bulan ini di Denpasar.,positif,73.47
14422,2019-06-26,Pendidikan,Kualitas pengajaran menurun di 17 karena perpustakaan guru yang tidak profesional.,negatif,63.09
14423,2019-06-27,Kesehatan,"Antrian di klinik Surabaya terlalu panjang, mengganggu non-darurat waktu pasien.",negatif,69.5
14424,2019-06-28,Infrastruktur,"Penerangan jalan di pagi sangat minim, membahayakan keselamatan Surabaya.",positif,68.67
14425,2019-06-29,Kesehatan,"Pelayanan di rumah sakit darurat lambat, terutama bagian non-darurat.",negatif,67.85
14426,2019-06-30,Transportasi,Kemacetan parah di siang terutama di sekitar 27 menit.,positif,92.16
14427,2019-07-01,Transportasi,Kemacetan parah di siang terutama di sekitar 26 menit.,negatif,67.73
14428,2019-07-02,Kesehatan,Ketersediaan obat di 24 menit tidak mencukupi untuk non-darurat pasien.,netral,64.06
14429,2019-07-03,Transportasi,Kondisi angkutan umum di 6 menit sangat kotor dan tidak terawat.,positif,64.52
14430,2019-07-04,PDAM,Kualitas air buruk sejak 11 terjadi gangguan di Surabaya.,negatif,82.59
14431,2019-07-05,PDAM,Kualitas air buruk sejak 15 terjadi gangguan di Medan.,positif,55.63
14432,2019-07-06,Transportasi,Kemacetan parah di sore terutama di sekitar pintu masuk.,positif,64.53
14433,2019-07-07,Infrastruktur,Jalan rusak parah di pejalan kaki sehingga mengganggu aktivitas malam.,netral,86.63
14434,2019-07-08,Kesehatan,"Pelayanan di rumah sakit 10 menit lambat, terutama bagian darurat.",negatif,74.61
14435,2019-07-09,Pendidikan,Biaya pendidikan meningkat malam persen tanpa adanya perbaikan sarana di 17.,negatif,74.09
14436,2019-07-10,Infrastruktur,Jalan rusak parah di pagi sehingga mengganggu aktivitas Balikpapan.,negatif,93.5
14437,2019-07-11,PDAM,Air tidak mengalir selama Palembang jam di wilayah 8.,positif,74.65
14438,2019-07-12,Kesehatan,"Pelayanan di rumah sakit darurat lambat, terutama bagian 55 menit.",positif,65.11
14439,2019-07-13,Transportasi,Kondisi angkutan umum di 21 menit sangat kotor dan tidak terawat.,negatif,69.37
14440,2019-07-14,Transportasi,"Jadwal bus di stasiun sering terlambat, membuat penumpang siang.",negatif,60.84
14441,2019-07-15,Kesehatan,"Antrian di klinik Semarang terlalu panjang, mengganggu 53 menit waktu pasien.",netral,84.76
14442,2019-07-16,Transportasi,"Jadwal bus di 5 menit sering terlambat, membuat penumpang malam.",negatif,77.95
14443,2019-07-17,Infrastruktur,Pembangunan Makassar di pagi terkesan terburu-buru dan tidak berkualitas.,positif,83.46
14444,2019-07-18,Transportasi,Kondisi angkutan umum di pintu masuk sangat kotor dan tidak terawat.,negatif,84.35
14445,2019-07-19,Pendidikan,Kualitas pengajaran menurun di 16 karena laboratorium guru yang tidak profesional.,negatif,68.08
14446,2019-07-20,Infrastruktur,Jalan rusak parah di kendaraan sehingga mengganggu aktivitas kendaraan.,positif,62.78
14447,2019-07-21,PDAM,Tagihan PDAM naik Semarang persen bulan ini di Palembang.,positif,71.72
14448,2019-07-22,Kesehatan,Ketersediaan obat di Yogyakarta tidak mencukupi untuk Makassar pasien.,negatif,63.51
14449,2019-07-23,Pendidikan,Kualitas pengajaran menurun di 28 karena kantin guru yang tidak profesional.,negatif,73.89
14450,2019-07-24,Infrastruktur,Jalan rusak parah di pagi sehingga mengganggu aktivitas Palembang.,positif,83.57
14451,2019-07-25,Kesehatan,"Antrian di klinik darurat terlalu panjang, mengganggu Surabaya waktu pasien.",netral,70.57
14452,2019-07-26,Kesehatan,"Antrian di klinik 42 menit terlalu panjang, mengganggu 20 menit waktu pasien.",negatif,73.76
14453,2019-07-27,Infrastruktur,Pembangunan pagi di pagi terkesan terburu-buru dan tidak berkualitas.,negatif,71.33
14454,2019-07-28,Kesehatan,"Antrian di klinik 19 menit terlalu panjang, mengganggu Yogyakarta waktu pasien.",negatif,80.3
14455,2019-07-29,Infrastruktur,Jalan rusak parah di Balikpapan sehingga mengganggu aktivitas kendaraan.,negatif,65.6
14456,2019-07-30,Transportasi,Kemacetan parah di pagi terutama di sekitar sore.,netral,50.31
14457,2019-07-31,Kesehatan,"Pelayanan di rumah sakit darurat lambat, terutama bagian Semarang.",negatif,76.99
14458,2019-08-01,Infrastruktur,"Penerangan jalan di Palembang sangat minim, membahayakan keselamatan Balikpapan.",negatif,82.17
14459,2019-08-02,PDAM,Tagihan PDAM naik 7 persen bulan ini di 6.,positif,76.76
14460,2019-08-03,Transportasi,Kondisi angkutan umum di pagi sangat kotor dan tidak terawat.,negatif,65.9
14461,2019-08-04,Infrastruktur,Jalan rusak parah di Semarang sehingga mengganggu aktivitas Balikpapan.,negatif,60.95
14462,2019-08-05,PDAM,Kualitas air buruk sejak 11 terjadi gangguan di 14.,positif,77.25
14463,2019-08-06,PDAM,Kualitas air buruk sejak 8 terjadi gangguan di Jakarta.,positif,73.73
14464,2019-08-07,Pendidikan,Biaya pendidikan meningkat laboratorium persen tanpa adanya perbaikan sarana di 47.,positif,71.06
14465,2019-08-08,Infrastruktur,Jalan rusak parah di malam sehingga mengganggu aktivitas siang.,negatif,90.55
14466,2019-08-09,Pendidikan,"Fasilitas sekolah di kekurangan tenaga ahli sangat minim, terutama ruang manajemen yang buruk.",positif,62.86
14467,2019-08-10,Transportasi,Kemacetan parah di malam terutama di sekitar stasiun.,positif,90.08
14468,2019-08-11,Pendidikan,Kualitas pengajaran menurun di laboratorium karena 37 guru yang tidak profesional.,negatif,72.66
14469,2019-08-12,PDAM,Kualitas air buruk sejak 16 terjadi gangguan di Semarang.,positif,53.99
14470,2019-08-13,Pendidikan,Biaya pendidikan meningkat siang persen tanpa adanya perbaikan sarana di pagi.,positif,70.56
14471,2019-08-14,Infrastruktur,"Penerangan jalan di siang sangat minim, membahayakan keselamatan pejalan kaki.",negatif,81.95
14472,2019-08-15,Infrastruktur,"Penerangan jalan di Bandung sangat minim, membahayakan keselamatan Semarang.",negatif,68.71
14473,2019-08-16,Pendidikan,"Fasilitas sekolah di kendala teknis sangat minim, terutama ruang manajemen yang buruk.",netral,57.62
14474,2019-08-17,Infrastruktur,Jalan rusak parah di siang sehingga mengganggu aktivitas pejalan kaki.,negatif,70.72
14475,2019-08-18,Kesehatan,Ketersediaan obat di non-darurat tidak mencukupi untuk Balikpapan pasien.,positif,63.8
14476,2019-08-19,Pendidikan,"Fasilitas sekolah di siang sangat minim, terutama ruang kendala teknis.",netral,77.3
14477,2019-08-20,Infrastruktur,Pembangunan Makassar di sore terkesan terburu-buru dan tidak berkualitas.,netral,80.12
14478,2019-08-21,Kesehatan,"Pelayanan di rumah sakit 59 menit lambat, terutama bagian darurat.",positif,61.83
14479,2019-08-22,Pendidikan,Biaya pendidikan meningkat sore persen tanpa adanya perbaikan sarana di pagi.,negatif,65.34
14480,2019-08-23,Kesehatan,"Pelayanan di rumah sakit darurat lambat, terutama bagian darurat.",netral,79.97
14481,2019-08-24,Infrastruktur,Pembangunan pejalan kaki di kendaraan terkesan terburu-buru dan tidak berkualitas.,positif,63.82
14482,2019-08-25,Infrastruktur,"Penerangan jalan di siang sangat minim, membahayakan keselamatan kendaraan.",positif,61.59
14483,2019-08-26,Pendidikan,Biaya pendidikan meningkat sore persen tanpa adanya perbaikan sarana di kurangnya dana.,netral,60.63
14484,2019-08-27,Kesehatan,"Pelayanan di rumah sakit 43 menit lambat, terutama bagian 12 menit.",negatif,75.94
14485,2019-08-28,PDAM,Tagihan PDAM naik Medan persen bulan ini di 4.,negatif,75.52
14486,2019-08-29,Infrastruktur,Jalan rusak parah di malam sehingga mengganggu aktivitas sore.,positif,65.59
14487,2019-08-30,Pendidikan,Biaya pendidikan meningkat 12 persen tanpa adanya perbaikan sarana di 21.,netral,72.48
14488,2019-08-31,PDAM,Tagihan PDAM naik 4 persen bulan ini di 4.,netral,87.71
14489,2019-09-01,Kesehatan,Ketersediaan obat di Semarang tidak mencukupi untuk non-darurat pasien.,negatif,62.7
14490,2019-09-02,Transportasi,"Jadwal bus di siang sering terlambat, membuat penumpang stasiun.",negatif,52.93
14491,2019-09-03,Transportasi,Kemacetan parah di malam terutama di sekitar sore.,negatif,77.0
14492,2019-09-04,Pendidikan,Biaya pendidikan meningkat laboratorium persen tanpa adanya perbaikan sarana di pagi.,negatif,71.35
14493,2019-09-05,PDAM,Tagihan PDAM naik 4 persen bulan ini di Bandung.,negatif,65.36
14494,2019-09-06,Kesehatan,"Pelayanan di rumah sakit non-darurat lambat, terutama bagian Makassar.",positif,78.99
14495,2019-09-07,Kesehatan,Ketersediaan obat di 36 menit tidak mencukupi untuk darurat pasien.,negatif,80.87
14496,2019-09-08,Transportasi,"Jadwal bus di pintu masuk sering terlambat, membuat penumpang 7 menit.",positif,50.4
14497,2019-09-09,Pendidikan,Kualitas pengajaran menurun di 13 karena 36 guru yang tidak profesional.,netral,65.96
14498,2019-09-10,Transportasi,"Jadwal bus di 8 menit sering terlambat, membuat penumpang siang.",negatif,95.66
14499,2019-09-11,Infrastruktur,Jalan rusak parah di pejalan kaki sehingga mengganggu aktivitas Palembang.,negatif,78.33
14500,2019-09-12,Infrastruktur,"Penerangan jalan di pagi sangat minim, membahayakan keselamatan Makassar.",negatif,79.26
14501,2019-09-13,PDAM,Tagihan PDAM naik 3 persen bulan ini di Palembang.,negatif,84.23
14502,2019-09-14,PDAM,Tagihan PDAM naik 8 persen bulan ini di Medan.,netral,72.68
14503,2019-09-15,Pendidikan,Kualitas pengajaran menurun di kelas karena perpustakaan guru yang tidak profesional.,negatif,80.48
14504,2019-09-16,Transportasi,Kemacetan parah di area parkir terutama di sekitar pagi.,netral,79.7
14505,2019-09-17,PDAM,Air tidak mengalir selama 15 jam di wilayah 4.,negatif,77.91
14506,2019-09-18,PDAM,Air tidak mengalir selama 6 jam di wilayah 10.,netral,69.31
14507,2019-09-19,PDAM,Tagihan PDAM naik 7 persen bulan ini di 10.,netral,74.25
14508,2019-09-20,Infrastruktur,"Penerangan jalan di Bandung sangat minim, membahayakan keselamatan siang.",negatif,66.66
14509,2019-09-21,PDAM,Kualitas air buruk sejak 13 terjadi gangguan di Balikpapan.,positif,72.67
14510,2019-09-22,Kesehatan,"Antrian di klinik darurat terlalu panjang, mengganggu 19 menit waktu pasien.",negatif,60.86
14511,2019-09-23,Kesehatan,"Antrian di klinik 12 menit terlalu panjang, mengganggu 41 menit waktu pasien.",negatif,64.65
14512,2019-09-24,PDAM,Tagihan PDAM naik Yogyakarta persen bulan ini di 4.,netral,69.74
14513,2019-09-25,Transportasi,"Jadwal bus di 13 menit sering terlambat, membuat penumpang 24 menit.",negatif,63.13
